_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
1167,2024-25,14972232,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Compensation and Travel,No Value,Salaries and wages,No Value
1168,2024-25,6278035,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Compensation and Travel,No Value,Employee benefits,No Value
1169,2024-25,1486469,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Compensation and Travel,No Value,Transportation and communication,No Value
1170,2024-25,2249780,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Compensation and Travel,No Value,Services,No Value
1171,2024-25,27109,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Compensation and Travel,No Value,Supplies and equipment,No Value
1172,2024-25,33531646,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Salaries and wages,No Value
1173,2024-25,7015571,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Employee benefits,No Value
1174,2024-25,2862678,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Transportation and communication,No Value
1175,2024-25,15612173,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Services,No Value
1176,2024-25,6370743,Office of the Assembly,Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Supplies and equipment,No Value
1177,2024-25,354000,Office of the Assembly,Operating Expense,Office of the Assembly Program,Ontario Legislative Internship Program,No Value,Transfer payments,Ontario Legislative Internship Program
1178,2024-25,5657729,Office of the Assembly,Operating Expense,Office of the Assembly Program,Facility Upgrades,No Value,Services,No Value
1179,2024-25,117743,Office of the Assembly,Operating Expense,Office of the Assembly Program,Facility Upgrades,No Value,Supplies and equipment,No Value
1180,2024-25,4987402,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Salaries and wages,No Value
1181,2024-25,1140126,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Employee benefits,No Value
1182,2024-25,7483,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Transportation and communication,No Value
1183,2024-25,7339039,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Services,No Value
1184,2024-25,3720412,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Supplies and equipment,No Value
1185,2024-25,-1685753,Office of the Assembly,Operating Expense,Office of the Assembly Program,Building Services ,No Value,Recoveries,No Value
1186,2024-25,8850664,Office of the Assembly,Operating Expense,Office of the Assembly Program,Sergeant at Arms,No Value,Salaries and wages,No Value
1187,2024-25,2163068,Office of the Assembly,Operating Expense,Office of the Assembly Program,Sergeant at Arms,No Value,Employee benefits,No Value
1188,2024-25,74643,Office of the Assembly,Operating Expense,Office of the Assembly Program,Sergeant at Arms,No Value,Transportation and communication,No Value
1189,2024-25,4061336,Office of the Assembly,Operating Expense,Office of the Assembly Program,Sergeant at Arms,No Value,Services,No Value
1190,2024-25,431071,Office of the Assembly,Operating Expense,Office of the Assembly Program,Sergeant at Arms,No Value,Supplies and equipment,No Value
1191,2024-25,20863020,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Salaries and wages,No Value
1192,2024-25,4330894,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Employee benefits,No Value
1193,2024-25,161094,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Transportation and communication,No Value
1194,2024-25,5227758,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Services,No Value
1195,2024-25,427508,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Supplies and equipment,No Value
1196,2024-25,-27000,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Recoveries,No Value
1197,2024-25,2941110,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Salaries and wages,No Value
1198,2024-25,605834,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Employee benefits,No Value
1199,2024-25,68000,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Transportation and communication,No Value
1200,2024-25,623156,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Services,No Value
1201,2024-25,28244,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Supplies and equipment,No Value
1202,2024-25,3053927,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Salaries and wages,No Value
1203,2024-25,602360,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Employee benefits,No Value
1204,2024-25,16154,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Transportation and communication,No Value
1205,2024-25,481515,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Services,No Value
1206,2024-25,107960,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Supplies and equipment,No Value
1207,2024-25,1915845,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Salaries and wages,No Value
1208,2024-25,231839,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Employee benefits,No Value
1209,2024-25,31414,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Transportation and communication,No Value
1210,2024-25,245150,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Services,No Value
1211,2024-25,78523,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Supplies and equipment,No Value
1212,2024-25,155800,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Other transactions,Discretionary allowance
1213,2024-25,19657431.36,Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Salaries and wages,No Value
1214,2024-25,4631470,Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Employee benefits,No Value
1215,2024-25,532808,Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Transportation and communication,No Value
1216,2024-25,4540230,Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Services,No Value
1217,2024-25,725917,Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Supplies and equipment,No Value
1218,2024-25,1991893,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Salaries and wages,No Value
1219,2024-25,79754,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Employee benefits,No Value
1220,2024-25,142094,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Transportation and communication,No Value
1221,2024-25,61694,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Services,No Value
1222,2024-25,22765,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Supplies and equipment,No Value
1223,2024-25,92424,Office of the Premier,Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Premier's Salary, the Executive Council Act"
1224,2024-25,27606.65,Office of the Premier,Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
1225,2024-25,17775669.94,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Salaries and wages,No Value
1226,2024-25,4282173.03,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Employee benefits,No Value
1227,2024-25,190888.81,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Transportation and communication,No Value
1228,2024-25,6848349.22,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Services,No Value
1229,2024-25,921658.65,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Supplies and equipment,No Value
1230,2024-25,25650,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Transfer payments,CAAF-FCAR Inc
1231,2024-25,434167.28,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Statutory Appropriations,The Auditor General Act,Salaries and wages,No Value
1232,2024-25,-4059.89,Office of the Auditor General,Operating Expense,Office of the Auditor General Program,Statutory Appropriations,The Auditor General Act,Services,No Value
1233,2024-25,4256640.54,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
1234,2024-25,546120.85,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
1235,2024-25,111937.94,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
1236,2024-25,362312.22,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
1237,2024-25,26894.2,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
1238,2024-25,4389256.67,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Salaries and wages,No Value
1239,2024-25,670109.11,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Employee benefits,No Value
1240,2024-25,629154.35,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Transportation and communication,No Value
1241,2024-25,1115063.27,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Services,No Value
1242,2024-25,87681.93,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Supplies and equipment,No Value
1243,2024-25,1663203.41,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
1244,2024-25,245986.39,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
1245,2024-25,7984.08,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
1246,2024-25,94676.76,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
1247,2024-25,8923.04,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
1248,2024-25,2781692.34,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
1249,2024-25,402201.63,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
1250,2024-25,21203.42,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
1251,2024-25,514097.75,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
1252,2024-25,15816.44,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
1253,2024-25,12464.23,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
1254,2024-25,3416831.88,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
1255,2024-25,34413.53,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
1256,2024-25,49301,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister without Portfolio’s Salary, the Executive Council Act"
1257,2024-25,22378,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
1258,2024-25,31415,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Parliamentary Assistants' Salaries, the Executive Council Act"
1259,2024-25,22566730,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Salaries and wages,No Value
1260,2024-25,3360380,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Employee benefits,No Value
1261,2024-25,181448,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transportation and communication,No Value
1262,2024-25,85463039,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Services,No Value
1263,2024-25,23633,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Supplies and equipment,No Value
1264,2024-25,2100000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Auto Assemblers Investments
1265,2024-25,5202218,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Automotive Plan
1266,2024-25,40703174,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Critical Technologies Initiative
1267,2024-25,2200000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Futurpreneur
1268,2024-25,167393590,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Industrial Land Development
1269,2024-25,27511368,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Invest Ontario Fund
1270,2024-25,12501176,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Invest Ontario Fund - Operating
1271,2024-25,3200000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Investment Attraction Organizations
1272,2024-25,51285822,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Jobs and Prosperity Fund and Other Business Support Programs
1273,2024-25,6975000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Life Sciences Strategy
1274,2024-25,260000000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Made Manufacturing Investment Tax Credit
1275,2024-25,1000000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Made Program
1276,2024-25,13850000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Vehicle Innovation Network
1277,2024-25,85940213,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Regional Opportunities Investment Tax Credit
1278,2024-25,4744183,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Small Business Digitization Competency Centre
1279,2024-25,5692215,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Sector Support Grants
1280,2024-25,471529738,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Strategic Investments
1281,2024-25,496469,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Trillium Network for Advanced Manufacturing
1282,2024-25,2574625,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Salaries and wages,No Value
1283,2024-25,456517,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Employee benefits,No Value
1284,2024-25,9913,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Transportation and communication,No Value
1285,2024-25,215095,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Services,No Value
1286,2024-25,4379,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Supplies and equipment,No Value
1287,2024-25,8189580.43,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Employee benefits,No Value
1288,2024-25,1111628.52,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transportation and communication,No Value
1289,2024-25,39211.49,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Services,No Value
1290,2024-25,420098.99,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Supplies and equipment,No Value
1291,2024-25,9032.98,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Futurpreneur
1292,2024-25,15219405.43,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Sector Support Grants
1293,2024-25,13314.6,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Small Business Enterprise Centres Entrepreneurship Programs
1294,2024-25,11802586.77,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Salaries and wages,No Value
1295,2024-25,1824709.27,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Employee benefits,No Value
1296,2024-25,1133098.31,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Transportation and communication,No Value
1297,2024-25,75432273.07,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Services,No Value
1298,2024-25,96440.83,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Supplies and equipment,No Value
1299,2024-25,350000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Transfer payments,Sector Support Grants
1300,2024-25,24390752,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Commercialization and Innovation Network Support
1301,2024-25,3900000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Communitech Hub
1302,2024-25,12719673,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Intellectual Property Ontario
1303,2024-25,36984100,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Business-Research Institution Tax Credit
1304,2024-25,16600000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Centre of Innovation
1305,2024-25,226215696,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Innovation Tax Credit
1306,2024-25,4441646,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
1307,2024-25,2452397,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Salaries and wages,No Value
1308,2024-25,316198,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Employee benefits,No Value
1309,2024-25,36306,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Transportation and communication,No Value
1310,2024-25,274098,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Services,No Value
1311,2024-25,4088,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Supplies and equipment,No Value
1312,2024-25,-1395945,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Finance and Administration,Recoveries,No Value
1313,2024-25,1114431,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Main Office,Salaries and wages,No Value
1314,2024-25,141648,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Main Office,Employee benefits,No Value
1315,2024-25,121840,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Main Office,Transportation and communication,No Value
1316,2024-25,53571,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Main Office,Services,No Value
1317,2024-25,25663,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Main Office,Supplies and equipment,No Value
1318,2024-25,1258131,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Salaries and wages,No Value
1319,2024-25,259822,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Employee benefits,No Value
1320,2024-25,10828,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Transportation and communication,No Value
1321,2024-25,45427,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Services,No Value
1322,2024-25,1838,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Supplies and equipment,No Value
1323,2024-25,-699650,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Human Resources,Recoveries,No Value
1324,2024-25,832358,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Communications Services,Salaries and wages,No Value
1325,2024-25,119463,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Communications Services,Employee benefits,No Value
1326,2024-25,3880,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Communications Services,Transportation and communication,No Value
1327,2024-25,94182,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Communications Services,Services,No Value
1328,2024-25,203,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Communications Services,Supplies and equipment,No Value
1329,2024-25,484756,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Analysis and Planning ,Salaries and wages,No Value
1330,2024-25,76526,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Analysis and Planning ,Employee benefits,No Value
1331,2024-25,9189,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Analysis and Planning ,Transportation and communication,No Value
1332,2024-25,16061,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Analysis and Planning ,Services,No Value
1333,2024-25,6897,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Analysis and Planning ,Supplies and equipment,No Value
1334,2024-25,9119,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Legal Services,Transportation and communication,No Value
1335,2024-25,516283,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Legal Services,Services,No Value
1336,2024-25,6482,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Legal Services,Supplies and equipment,No Value
1337,2024-25,23994,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Information Systems,Transportation and communication,No Value
1338,2024-25,746415,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Information Systems,Services,No Value
1339,2024-25,-483068,Northern Development,Operating Expense,Ministry Administration Program,Ministry Administratio,Information Systems,Recoveries,No Value
1340,2024-25,49301,Northern Development,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
1341,2024-25,16667,Northern Development,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
1342,2024-25,12043564,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Salaries and wages,No Value
1343,2024-25,2021883,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Employee benefits,No Value
1344,2024-25,327795,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transportation and communication,No Value
1345,2024-25,5405092,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Services,No Value
1346,2024-25,72114,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Supplies and equipment,No Value
1347,2024-25,682511,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Economic Development
1348,2024-25,596110,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Community Services
1349,2024-25,138650965,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Energy Advantage Program
1350,2024-25,50000000,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Ontario Heritage Fund
1351,2024-25,700000,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Small Business Enterprise Centres
1352,2024-25,100000,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Ontario Municipal Associations
1353,2024-25,-8123069,Northern Development,Operating Expense,Northern Development Program,Northern Economic Development,No Value,Recoveries,No Value
